0	-71.669197	0.000282	150.943390
1	-71.227188	0.000238	503.144653
2	-76.895874	0.000155	503.144653
3	-68.129440	0.000393	201.257858
4	-68.306259	0.000403	452.830200
5	-61.827980	0.000659	0.000000
6	-61.475975	0.000629	100.628929
7	-70.048775	0.000404	50.314465
8	-62.236099	0.000581	150.943390
9	-62.385216	0.000595	150.943390
10	-69.616974	0.000313	201.257858
11	-71.531166	0.000190	905.660400
12	-69.583237	0.000295	251.572327
13	-67.993752	0.000303	352.201263
14	-66.595665	0.000384	654.088074
15	-66.957169	0.000426	301.886780
16	-61.938229	0.000785	251.572327
17	-61.527168	0.000643	553.459106
18	-62.117107	0.000691	100.628929
19	-58.104630	0.000982	100.628929
20	-60.204964	0.000905	100.628929
21	-65.896942	0.000328	603.773560
22	-68.894844	0.000323	251.572327
23	-64.122032	0.000446	301.886780
24	-66.696007	0.000469	301.886780
25	-71.079865	0.000311	0.000000
26	-63.799519	0.000392	100.628929
27	-66.647469	0.000457	100.628929
28	-77.396294	0.000148	553.459106
29	-67.985420	0.000356	503.144653
30	-67.242294	0.000350	553.459106
31	-69.848969	0.000375	402.515717
32	-62.531715	0.000693	50.314465
33	-57.483311	0.000995	150.943390
34	-62.698254	0.000618	0.000000
35	-71.975128	0.000339	553.459106
36	-66.813484	0.000392	150.943390
37	-71.010536	0.000236	352.201263
38	-70.913445	0.000235	402.515717
39	-68.171471	0.000252	503.144653
40	-66.270996	0.000432	100.628929
41	-70.640511	0.000170	955.974854
42	-75.282997	0.000132	1106.918213
43	-70.089607	0.000222	452.830200
44	-66.016426	0.000316	553.459106
45	-68.116219	0.000363	50.314465
46	-69.622101	0.000270	603.773560
47	-76.676094	0.000174	754.716980
48	-69.868256	0.000285	251.572327
49	-73.307411	0.000271	905.660400
50	-63.875732	0.000446	100.628929
51	-65.939590	0.000291	603.773560
52	-74.308632	0.000145	352.201263
53	-68.921455	0.000327	553.459106
54	-65.977486	0.000427	251.572327
55	-65.589554	0.000467	150.943390
56	-68.905418	0.000475	251.572327
57	-68.508400	0.000314	503.144653
58	-66.227158	0.000392	654.088074
59	-58.404072	0.000868	50.314465
60	-66.384148	0.000573	201.257858
61	-51.604561	0.002621	50.314465
62	-53.293591	0.002350	50.314465
63	-60.530952	0.000998	150.943390
64	-59.821556	0.000777	150.943390
65	-65.654228	0.000556	301.886780
66	-57.268250	0.000815	100.628929
67	-63.183025	0.000405	452.830200
68	-65.762680	0.000338	301.886780
69	-73.727623	0.000266	754.716980
70	-74.496666	0.000263	100.628929
71	-64.726471	0.000511	301.886780
72	-67.840309	0.000422	150.943390
73	-63.973038	0.000448	503.144653
74	-64.985283	0.000467	1157.232666
75	-63.256618	0.000570	1911.949707
76	-58.812824	0.001039	1006.289307
77	-56.330318	0.001536	1660.377319
78	-47.058338	0.004107	603.773560
79	-37.967094	0.007280	503.144653
80	-37.472855	0.009602	402.515717
81	-36.104675	0.013313	402.515717
82	-38.029633	0.013277	402.515717
83	-37.892349	0.014952	452.830200
84	-37.164707	0.015176	452.830200
85	-36.353352	0.013846	402.515717
86	-35.768837	0.013155	301.886780
87	-37.995361	0.010580	100.628929
88	-41.663055	0.007463	301.886780
89	-45.462242	0.004582	503.144653
90	-47.799084	0.003126	2213.836426
91	-47.800056	0.003071	3371.069092
92	-49.287586	0.002919	2716.981201
93	-50.271221	0.002190	2817.610107
94	-50.938881	0.002299	2264.150879
95	-51.059044	0.002169	1861.635254
96	-50.856663	0.002013	1911.949707
97	-57.467350	0.001073	1257.861694
98	-62.197144	0.000729	553.459106
99	-60.152351	0.000659	654.088074
100	-65.818649	0.000417	1006.289307
101	-66.554657	0.000327	754.716980
102	-66.727989	0.000312	654.088074
103	-68.657379	0.000239	805.031433
104	-71.764931	0.000210	1056.603760
105	-71.457657	0.000248	654.088074
106	-52.844002	0.001922	1157.232666
107	-49.955925	0.002281	1761.006348
108	-42.392578	0.005469	654.088074
109	-31.816029	0.014412	553.459106
110	-35.858147	0.018009	855.345886
111	-34.342838	0.018092	905.660400
112	-29.506786	0.019190	1308.176147
113	-29.125996	0.020748	1106.918213
114	-31.507423	0.027887	754.716980
115	-31.214653	0.026585	1207.547119
116	-27.595871	0.026971	955.974854
117	-27.125532	0.030736	805.031433
118	-27.495581	0.042031	1056.603760
119	-25.160391	0.042497	704.402527
120	-25.156843	0.042006	754.716980
121	-26.697708	0.049120	603.773560
122	-25.471937	0.044238	754.716980
123	-25.463829	0.035596	704.402527
124	-29.506716	0.034281	1056.603760
125	-29.081636	0.031772	805.031433
126	-28.646608	0.025933	805.031433
127	-36.768459	0.012800	805.031433
128	-35.156727	0.015981	553.459106
129	-34.656700	0.014682	503.144653
130	-34.877975	0.015103	352.201263
131	-35.052483	0.016685	452.830200
132	-33.252403	0.017199	251.572327
133	-32.843925	0.019448	150.943390
134	-34.374413	0.017647	301.886780
135	-35.732761	0.018685	301.886780
136	-39.072918	0.013693	352.201263
137	-41.798431	0.012059	402.515717
138	-42.673382	0.009037	402.515717
139	-44.833637	0.006614	503.144653
140	-44.876534	0.005509	402.515717
141	-42.930016	0.004442	754.716980
142	-44.735214	0.003880	452.830200
143	-47.292099	0.003288	402.515717
144	-50.291492	0.002621	301.886780
145	-51.975880	0.001709	402.515717
146	-54.634819	0.001468	603.773560
147	-51.546520	0.001644	805.031433
148	-57.889698	0.001253	1509.433960
149	-42.543358	0.004555	1358.490601
150	-32.164570	0.012748	955.974854
151	-31.812983	0.016314	955.974854
152	-32.344131	0.024247	955.974854
153	-33.368053	0.025476	1157.232666
154	-32.174511	0.027717	754.716980
155	-30.131577	0.029749	704.402527
156	-27.472338	0.031122	654.088074
157	-26.939617	0.028351	754.716980
158	-29.535591	0.021323	654.088074
159	-33.713226	0.017476	503.144653
160	-35.852154	0.012713	402.515717
161	-38.022999	0.009248	654.088074
162	-40.782440	0.007499	805.031433
163	-43.580036	0.005150	1911.949707
164	-45.461426	0.004128	1761.006348
165	-47.202435	0.003943	1761.006348
166	-47.223839	0.003871	1710.691772
167	-46.945835	0.003815	2062.893066
168	-47.754791	0.003391	2213.836426
169	-49.060429	0.002773	1509.433960
170	-51.461452	0.002021	1459.119507
171	-44.960609	0.004515	805.031433
172	-31.768456	0.017104	503.144653
173	-31.667957	0.021947	603.773560
174	-31.464705	0.029662	553.459106
175	-32.538368	0.029894	805.031433
176	-34.704319	0.026110	754.716980
177	-34.630276	0.024085	503.144653
178	-36.846436	0.014039	805.031433
179	-39.603020	0.011323	503.144653
180	-39.380135	0.010890	654.088074
181	-37.747890	0.013471	452.830200
182	-34.661995	0.017287	402.515717
183	-32.794205	0.018218	301.886780
184	-31.900320	0.016572	301.886780
185	-31.204073	0.016530	301.886780
186	-30.400423	0.017332	603.773560
187	-29.790951	0.019661	754.716980
188	-31.091759	0.020323	905.660400
189	-32.509521	0.023385	905.660400
190	-32.301548	0.026213	1106.918213
191	-30.720985	0.028736	1106.918213
192	-29.682537	0.027225	905.660400
193	-30.110943	0.021903	955.974854
194	-34.969658	0.015767	955.974854
195	-34.163277	0.016980	654.088074
196	-36.173988	0.012212	452.830200
197	-35.442905	0.013020	301.886780
198	-35.221268	0.018267	352.201263
199	-32.850281	0.016938	452.830200
200	-33.546761	0.018037	855.345886
201	-32.196636	0.020229	955.974854
202	-29.783678	0.023475	805.031433
203	-29.886101	0.031407	805.031433
204	-28.304239	0.029510	704.402527
205	-30.687273	0.026526	553.459106
206	-36.078960	0.013605	352.201263
207	-40.233074	0.008431	754.716980
208	-42.030682	0.007958	704.402527
209	-43.056171	0.005497	1861.635254
210	-46.519768	0.003872	1660.377319
211	-44.532604	0.004735	3773.584961
212	-48.712204	0.003225	3572.327148
213	-46.732376	0.003941	3974.842773
214	-46.586300	0.004003	4025.157227
215	-49.263416	0.002584	3119.496826
216	-49.575401	0.002654	2616.352295
217	-52.803120	0.002053	2163.521973
218	-53.740677	0.001631	1962.264160
219	-46.042484	0.007248	754.716980
220	-32.735916	0.018435	553.459106
221	-28.321964	0.020860	654.088074
222	-30.203556	0.026375	603.773560
223	-31.213343	0.028715	654.088074
224	-27.090858	0.025483	654.088074
225	-29.174032	0.032742	553.459106
226	-31.673565	0.021381	553.459106
227	-34.433655	0.020068	452.830200
228	-35.513279	0.011437	452.830200
229	-34.132805	0.013962	603.773560
230	-34.279629	0.016256	251.572327
231	-33.409462	0.015723	402.515717
232	-36.697021	0.015194	352.201263
233	-34.735077	0.011443	301.886780
234	-39.185322	0.013147	251.572327
235	-35.788372	0.010939	251.572327
236	-35.757832	0.012139	301.886780
237	-41.677719	0.009851	251.572327
